|6.6.6
mars1_1.tab                                                                                         
           1
P(bar)  
   234999.00000000000     
   234999.00000000000     
  173529599
           3
P(bar)         T(K)           rho,kg/m3     
  195469.        2024.17                 NaN
  195493.        2024.17                 NaN
  195516.        2024.16                 NaN
  195540.        2024.15                 NaN
  195563.        2024.15                 NaN
  195587.        2024.14                 NaN
  195610.        2024.14                 NaN
  195634.        2024.13                 NaN
  195657.        2024.13                 NaN
  195681.        2024.12                 NaN
  195704.        2024.12                 NaN
  195728.        2024.11                 NaN
  195751.        2024.10                 NaN
  195775.        2024.10                 NaN
  195798.        2024.09                 NaN
  195822.        2024.09                 NaN
  195845.        2024.08                 NaN
  195869.        2024.08                 NaN
  195892.        2024.07                 NaN
  195916.        2024.07                 NaN
  195939.        2024.06                 NaN
  195963.        2024.05                 NaN
  195986.        2024.05                 NaN
  196010.        2024.04                 NaN
  196033.        2024.04                 NaN
  196057.        2024.03                 NaN
  196080.        2024.03                 NaN
  196104.        2024.02                 NaN
  196127.        2024.02                 NaN
  196151.        2024.01                 NaN
  196174.        2024.01                 NaN
  196198.        2024.00                 NaN
  196221.        2023.99                 NaN
  196245.        2023.99                 NaN
  196268.        2023.98                 NaN
  196292.        2023.98                 NaN
  196315.        2023.97                 NaN
  196339.        2023.97                 NaN
  196362.        2023.96                 NaN
  196386.        2023.96                 NaN
  196409.        2023.95                 NaN
  196433.        2023.94                 NaN
  196456.        2023.94                 NaN
  196480.        2023.93                 NaN
  196503.        2023.93                 NaN
  196527.        2023.92                 NaN
  196550.        2023.92                 NaN
  196574.        2023.91                 NaN
  196597.        2023.91                 NaN
  196621.        2023.90                 NaN
  196644.        2023.90                 NaN
  196668.        2023.89                 NaN
  196691.        2023.88                 NaN
  196715.        2023.88                 NaN
  196738.        2023.87                 NaN
  196762.        2023.87                 NaN
  196785.        2023.86                 NaN
  196809.        2023.86                 NaN
  196832.        2023.85                 NaN
  196856.        2023.85                 NaN
  196879.        2023.84                 NaN
  196903.        2023.84                 NaN
  196926.        2023.83                 NaN
  196950.        2023.83                 NaN
  196973.        2023.82                 NaN
  196997.        2023.81                 NaN
  197020.        2023.81                 NaN
  197044.        2023.80                 NaN
  197067.        2023.80                 NaN
  197091.        2023.79                 NaN
  197114.        2023.79                 NaN
  197138.        2023.78                 NaN
  197161.        2023.78                 NaN
  197185.        2023.77                 NaN
  197208.        2023.77                 NaN
  197232.        2023.76                 NaN
  197255.        2023.75                 NaN
  197279.        2023.75                 NaN
  197302.        2023.74                 NaN
  197326.        2023.74                 NaN
  197349.        2023.73                 NaN
  197373.        2023.73                 NaN
  197396.        2023.72                 NaN
  197420.        2023.72                 NaN
  197443.        2023.71                 NaN
  197467.        2023.71                 NaN
  197490.        2023.70                 NaN
  197514.        2023.70                 NaN
