|6.6.6
mars1_2.tab                                                                                         
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           3
P(bar)         T(K)           rho,kg/m3     
  62801.0        1664.21        3548.71     
  62811.0        1664.27        3548.73     
  62821.0        1664.33        3548.75     
  62831.0        1664.40        3548.78     
  62841.0        1664.46        3548.82     
  62851.0        1664.53        3548.84     
  62861.0        1664.59        3548.87     
  62871.0        1664.65        3548.84     
  62881.0        1664.72        3548.86     
  62891.0        1664.78        3548.88     
  62901.0        1664.84        3548.90     
  62911.0        1664.91        3548.92     
  62921.0        1664.97        3548.95     
  62931.0        1665.04        3548.97     
  62941.0        1665.10        3548.99     
  62951.0        1665.16        3549.01     
  62961.0        1665.23        3549.03     
  62971.0        1665.29        3549.06     
  62981.0        1665.35        3549.08     
  62991.0        1665.42        3549.10     
  63001.0        1665.48        3549.12     
  63011.0        1665.55        3549.14     
  63021.0        1665.61        3549.17     
  63031.0        1665.67        3549.19     
  63041.0        1665.74        3549.21     
  63051.0        1665.80        3549.23     
  63061.0        1665.86        3549.25     
  63071.0        1665.93        3549.28     
  63081.0        1665.99        3549.30     
  63091.0        1666.06        3549.32     
  63101.0        1666.12        3549.34     
  63111.0        1666.18        3549.36     
  63121.0        1666.25        3549.38     
  63131.0        1666.31        3549.41     
  63141.0        1666.37        3549.43     
  63151.0        1666.44        3549.45     
  63161.0        1666.50        3549.47     
  63171.0        1666.57        3549.49     
  63181.0        1666.63        3549.52     
  63191.0        1666.69        3549.54     
  63201.0        1666.76        3549.56     
  63211.0        1666.82        3549.58     
  63221.0        1666.88        3549.60     
  63231.0        1666.95        3549.63     
  63241.0        1667.01        3549.65     
  63251.0        1667.07        3549.67     
  63261.0        1667.14        3549.69     
  63271.0        1667.20        3549.71     
  63281.0        1667.27        3549.74     
  63291.0        1667.33        3549.76     
  63301.0        1667.39        3549.78     
  63311.0        1667.46        3549.80     
  63321.0        1667.52        3549.82     
  63331.0        1667.58        3549.85     
  63341.0        1667.65        3549.87     
  63351.0        1667.71        3549.89     
  63361.0        1667.77        3549.91     
  63371.0        1667.84        3549.93     
  63381.0        1667.90        3549.95     
  63391.0        1667.97        3549.98     
  63401.0        1668.03        3550.00     
  63411.0        1668.09        3550.02     
  63421.0        1668.16        3550.04     
  63431.0        1668.22        3550.06     
  63441.0        1668.28        3550.09     
  63451.0        1668.35        3550.11     
  63461.0        1668.41        3550.13     
  63471.0        1668.47        3550.15     
  63481.0        1668.54        3550.17     
  63491.0        1668.60        3550.20     
  63501.0        1668.67        3550.22     
  63511.0        1668.73        3550.24     
  63521.0        1668.79        3550.26     
  63531.0        1668.86        3550.28     
  63541.0        1668.92        3550.31     
  63551.0        1668.98        3550.33     
  63561.0        1669.05        3550.35     
  63571.0        1669.11        3550.37     
  63581.0        1669.17        3550.39     
  63591.0        1669.24        3550.41     
  63601.0        1669.30        3550.44     
  63611.0        1669.36        3550.46     
  63621.0        1669.43        3550.48     
  63631.0        1669.49        3550.50     
  63641.0        1669.56        3550.52     
  63651.0        1669.62        3550.55     
  63661.0        1669.68        3550.57     
  63671.0        1669.75        3550.59     
  63681.0        1669.81        3550.61     
  63691.0        1669.87        3550.63     
  63701.0        1669.94        3550.66     
  63711.0        1670.00        3550.68     
  63721.0        1670.06        3550.70     
  63731.0        1670.13        3550.72     
  63741.0        1670.19        3550.74     
  63751.0        1670.25        3550.77     
  63761.0        1670.32        3550.79     
  63771.0        1670.38        3550.81     
  63781.0        1670.44        3550.83     
  63791.0        1670.51        3550.85     
  63801.0        1670.57        3550.87     
  63811.0        1670.64        3550.90     
  63821.0        1670.70        3550.92     
  63831.0        1670.76        3550.94     
  63841.0        1670.83        3550.96     
  63851.0        1670.89        3550.98     
  63861.0        1670.95        3551.01     
  63871.0        1671.02        3551.03     
  63881.0        1671.08        3551.05     
  63891.0        1671.14        3551.07     
  63901.0        1671.21        3551.09     
  63911.0        1671.27        3551.12     
  63921.0        1671.33        3551.14     
  63931.0        1671.40        3551.16     
  63941.0        1671.46        3551.18     
  63951.0        1671.52        3551.20     
  63961.0        1671.59        3551.23     
  63971.0        1671.65        3551.25     
  63981.0        1671.71        3551.27     
  63991.0        1671.78        3551.29     
  64001.0        1671.84        3551.31     
  64011.0        1671.90        3551.33     
  64021.0        1671.97        3551.36     
  64031.0        1672.03        3551.38     
  64041.0        1672.09        3551.40     
  64051.0        1672.16        3551.42     
  64061.0        1672.22        3551.44     
  64071.0        1672.29        3551.47     
  64081.0        1672.35        3551.49     
  64091.0        1672.41        3551.51     
  64101.0        1672.48        3551.53     
  64111.0        1672.54        3551.55     
  64121.0        1672.60        3551.58     
  64131.0        1672.67        3551.60     
  64141.0        1672.73        3551.62     
  64151.0        1672.79        3551.64     
  64161.0        1672.86        3551.66     
  64171.0        1672.92        3551.69     
  64181.0        1672.98        3551.71     
  64191.0        1673.05        3551.73     
  64201.0        1673.11        3551.75     
  64211.0        1673.17        3551.77     
  64221.0        1673.24        3551.79     
  64231.0        1673.30        3551.82     
  64241.0        1673.36        3551.84     
  64251.0        1673.43        3551.86     
  64261.0        1673.49        3551.88     
  64271.0        1673.55        3551.90     
  64281.0        1673.62        3551.93     
  64291.0        1673.68        3551.95     
  64301.0        1673.74        3551.97     
  64311.0        1673.81        3551.99     
  64321.0        1673.87        3552.01     
  64331.0        1673.93        3552.04     
  64341.0        1674.00        3552.06     
  64351.0        1674.06        3552.08     
  64361.0        1674.12        3552.10     
  64371.0        1674.19        3552.12     
  64381.0        1674.25        3552.14     
  64391.0        1674.31        3552.17     
  64401.0        1674.38        3552.19     
  64411.0        1674.44        3552.21     
  64421.0        1674.50        3552.23     
  64431.0        1674.57        3552.25     
  64441.0        1674.63        3552.28     
  64451.0        1674.69        3552.30     
  64461.0        1674.76        3552.32     
  64471.0        1674.82        3552.34     
  64481.0        1674.88        3552.36     
  64491.0        1674.95        3552.39     
  64501.0        1675.01        3552.41     
  64511.0        1675.07        3552.43     
  64521.0        1675.14        3552.45     
  64531.0        1675.20        3552.47     
  64541.0        1675.26        3552.50     
  64551.0        1675.33        3552.52     
  64561.0        1675.39        3552.54     
  64571.0        1675.45        3552.56     
  64581.0        1675.51        3552.58     
  64591.0        1675.58        3552.60     
  64601.0        1675.64        3552.63     
  64611.0        1675.70        3552.65     
