|6.6.6
mars_ma79_ath_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  27301.0        1456.98        3489.30        7.91959        4.37153     
  27401.0        1458.73        3489.54        7.92008        4.37147     
  27501.0        1460.48        3489.61        7.92006        4.37114     
  27601.0        1462.21        3489.69        7.92004        4.37081     
  27701.0        1463.94        3489.78        7.92003        4.37049     
  27801.0        1465.65        3489.70        7.91951        4.36988     
  27901.0        1467.35        3489.77        7.91945        4.36954     
  28001.0        1469.04        3489.85        7.91940        4.36920     
  28101.0        1470.72        3489.92        7.91936        4.36886     
  28201.0        1472.39        3490.00        7.91933        4.36853     
  28301.0        1474.05        3490.07        7.91930        4.36821     
  28401.0        1475.70        3490.15        7.91927        4.36788     
  28501.0        1477.34        3490.23        7.91926        4.36756     
  28601.0        1478.97        3490.31        7.91925        4.36725     
  28701.0        1480.59        3490.40        7.91924        4.36694     
  28801.0        1482.20        3490.48        7.91925        4.36663     
  28901.0        1483.80        3490.57        7.91925        4.36633     
  29001.0        1485.39        3490.97        7.92059        4.36670     
  29101.0        1486.96        3491.08        7.92067        4.36644     
  29201.0        1488.53        3491.18        7.92074        4.36618     
  29301.0        1490.09        3491.28        7.92082        4.36591     
  29401.0        1491.64        3491.38        7.92089        4.36565     
  29501.0        1493.18        3491.49        7.92098        4.36539     
  29601.0        1494.71        3491.59        7.92107        4.36514     
  29701.0        1496.23        3491.70        7.92117        4.36489     
  29801.0        1497.74        3491.81        7.92127        4.36465     
  29901.0        1499.24        3491.92        7.92138        4.36440     
  30001.0        1500.73        3492.03        7.92149        4.36417     
  30101.0        1502.21        3492.14        7.92161        4.36393     
  30201.0        1503.68        3492.25        7.92174        4.36370     
  30301.0        1505.14        3492.37        7.92187        4.36348     
  30401.0        1506.60        3492.48        7.92201        4.36325     
  30501.0        1508.04        3492.60        7.92215        4.36303     
  30601.0        1509.48        3492.72        7.92230        4.36282     
  30701.0        1510.90        3492.84        7.92245        4.36261     
  30801.0        1512.32        3492.96        7.92261        4.36240     
  30901.0        1513.73        3493.08        7.92278        4.36220     
  31001.0        1515.12        3493.20        7.92295        4.36200     
  31101.0        1516.51        3493.32        7.92309        4.36179     
  31201.0        1517.89        3493.44        7.92324        4.36158     
  31301.0        1519.27        3493.56        7.92338        4.36137     
  31401.0        1520.63        3493.67        7.92354        4.36116     
  31501.0        1521.98        3493.88        7.92403        4.36113     
  31601.0        1523.33        3494.02        7.92427        4.36097     
  31701.0        1524.66        3494.16        7.92451        4.36081     
  31801.0        1525.99        3494.30        7.92475        4.36066     
  31901.0        1527.31        3494.44        7.92500        4.36050     
  32001.0        1528.62        3494.58        7.92525        4.36035     
  32101.0        1529.93        3494.72        7.92548        4.36019     
  32201.0        1531.22        3494.85        7.92568        4.36002     
  32301.0        1532.51        3494.98        7.92589        4.35985     
  32401.0        1533.78        3495.12        7.92610        4.35968     
  32501.0        1535.05        3495.25        7.92632        4.35951     
  32601.0        1536.32        3495.39        7.92654        4.35935     
  32701.0        1537.57        3495.52        7.92677        4.35919     
  32801.0        1538.81        3495.66        7.92700        4.35904     
  32901.0        1540.05        3495.80        7.92724        4.35889     
  33001.0        1541.28        3495.94        7.92748        4.35874     
  33101.0        1542.50        3496.08        7.92772        4.35859     
  33201.0        1543.71        3496.22        7.92797        4.35845     
  33301.0        1544.92        3496.36        7.92823        4.35831     
  33401.0        1546.12        3496.51        7.92848        4.35817     
  33501.0        1547.31        3496.65        7.92875        4.35804     
  33601.0        1548.49        3496.80        7.92902        4.35791     
  33701.0        1549.66        3496.95        7.92929        4.35778     
  33801.0        1550.83        3497.09        7.92956        4.35766     
  33901.0        1551.99        3497.24        7.92985        4.35754     
  34001.0        1553.14        3497.39        7.93013        4.35742     
  34101.0        1554.28        3497.54        7.93042        4.35730     
  34201.0        1555.42        3497.70        7.93072        4.35719     
  34301.0        1556.55        3498.01        7.93167        4.35741     
  34401.0        1557.67        3498.17        7.93200        4.35732     
  34501.0        1558.78        3498.33        7.93234        4.35723     
  34601.0        1559.89        3498.49        7.93268        4.35715     
  34701.0        1560.99        3498.66        7.93302        4.35706     
  34801.0        1562.08        3498.82        7.93337        4.35698     
  34901.0        1563.17        3498.99        7.93373        4.35691     
  35001.0        1564.25        3499.16        7.93408        4.35683     
  35101.0        1565.32        3499.32        7.93444        4.35676     
