|6.6.6
mars_t13_atm_1.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  40901.0        1423.95        3505.42        7.79486        4.29068     
  41001.0        1425.29        3505.57        7.79514        4.29048     
  41101.0        1426.63        3505.72        7.79542        4.29028     
  41201.0        1427.97        3505.86        7.79570        4.29009     
  41301.0        1429.30        3505.21        7.79197        4.28840     
  41401.0        1430.63        3505.37        7.79231        4.28823     
  41501.0        1431.95        3505.53        7.79266        4.28806     
  41601.0        1433.27        3505.69        7.79301        4.28789     
  41701.0        1434.58        3505.86        7.79336        4.28773     
  41801.0        1435.89        3506.02        7.79372        4.28757     
  41901.0        1437.19        3506.18        7.79407        4.28740     
  42001.0        1438.49        3505.82        7.79202        4.28633     
  42101.0        1439.78        3505.99        7.79241        4.28618     
  42201.0        1441.07        3506.16        7.79280        4.28603     
  42301.0        1442.36        3506.33        7.79320        4.28589     
  42401.0        1443.64        3506.51        7.79359        4.28574     
  42501.0        1444.91        3506.68        7.79399        4.28560     
  42601.0        1446.18        3506.85        7.79439        4.28546     
  42701.0        1447.45        3507.02        7.79479        4.28532     
  42801.0        1448.71        3507.20        7.79520        4.28519     
  42901.0        1449.97        3507.37        7.79561        4.28505     
  43001.0        1451.22        3506.95        7.79342        4.28392     
  43101.0        1452.47        3507.14        7.79387        4.28380     
  43201.0        1453.71        3507.32        7.79431        4.28368     
  43301.0        1454.95        3507.50        7.79476        4.28356     
  43401.0        1456.19        3507.68        7.79521        4.28345     
  43501.0        1457.42        3507.86        7.79566        4.28333     
  43601.0        1458.65        3509.07        7.80056        4.28493     
  43701.0        1459.87        3509.24        7.80096        4.28480     
  43801.0        1461.09        3509.41        7.80136        4.28467     
  43901.0        1462.30        3509.58        7.80176        4.28454     
  44001.0        1463.51        3509.75        7.80217        4.28441     
  44101.0        1464.71        3509.92        7.80258        4.28429     
  44201.0        1465.91        3509.21        7.79897        4.28261     
  44301.0        1467.11        3509.40        7.79944        4.28251     
  44401.0        1468.30        3509.58        7.79992        4.28241     
  44501.0        1469.49        3510.29        7.80243        4.28312     
  44601.0        1470.67        3510.47        7.80284        4.28300     
  44701.0        1471.85        3510.64        7.80326        4.28288     
  44801.0        1473.02        3510.82        7.80368        4.28276     
  44901.0        1474.20        3510.99        7.80411        4.28265     
  45001.0        1475.36        3511.17        7.80453        4.28254     
  45101.0        1476.52        3511.35        7.80496        4.28242     
  45201.0        1477.68        3511.52        7.80539        4.28231     
  45301.0        1478.83        3511.78        7.80692        4.28259     
  45401.0        1479.98        3511.95        7.80734        4.28247     
  45501.0        1481.13        3512.13        7.80776        4.28236     
  45601.0        1482.27        3512.30        7.80818        4.28225     
  45701.0        1483.40        3512.48        7.80860        4.28214     
  45801.0        1484.54        3512.66        7.80903        4.28203     
  45901.0        1485.67        3512.84        7.80946        4.28193     
  46001.0        1486.79        3513.02        7.80989        4.28182     
  46101.0        1487.91        3513.19        7.81032        4.28172     
  46201.0        1489.03        3514.03        7.81378        4.28279     
  46301.0        1490.14        3514.21        7.81420        4.28268     
  46401.0        1491.25        3514.38        7.81461        4.28258     
  46501.0        1492.35        3514.56        7.81503        4.28247     
  46601.0        1493.45        3514.73        7.81546        4.28237     
  46701.0        1494.54        3514.91        7.81588        4.28226     
  46801.0        1495.64        3515.08        7.81631        4.28216     
  46901.0        1496.72        3514.27        7.81212        4.28028     
  47001.0        1497.81        3514.46        7.81260        4.28020     
  47101.0        1498.89        3514.65        7.81308        4.28012     
  47201.0        1499.96        3514.84        7.81356        4.28004     
  47301.0        1501.03        3515.03        7.81404        4.27996     
  47401.0        1502.10        3515.22        7.81453        4.27989     
  47501.0        1503.16        3515.41        7.81501        4.27981     
  47601.0        1504.22        3515.60        7.81550        4.27974     
  47701.0        1505.28        3516.19        7.81770        4.28034     
  47801.0        1506.33        3516.38        7.81818        4.28026     
  47901.0        1507.38        3516.57        7.81866        4.28019     
  48001.0        1508.42        3516.76        7.81914        4.28011     
  48101.0        1509.46        3516.94        7.81962        4.28004     
  48201.0        1510.50        3517.13        7.82010        4.27997     
  48301.0        1511.53        3517.32        7.82059        4.27990     
  48401.0        1512.56        3516.67        7.81767        4.27849     
  48501.0        1513.58        3516.86        7.81820        4.27844     
  48601.0        1514.61        3517.06        7.81873        4.27839     
  48701.0        1515.62        3517.26        7.81926        4.27834     
  48801.0        1516.64        3517.46        7.81980        4.27829     
  48901.0        1517.64        3517.66        7.82033        4.27825     
  49001.0        1518.65        3517.86        7.82087        4.27820     
  49101.0        1519.65        3519.29        7.82698        4.28033     
  49201.0        1520.65        3519.48        7.82746        4.28027     
  49301.0        1521.64        3519.67        7.82794        4.28020     
  49401.0        1522.63        3519.86        7.82842        4.28014     
  49501.0        1523.62        3520.04        7.82891        4.28008     
  49601.0        1524.60        3520.23        7.82940        4.28002     
  49701.0        1525.58        3520.42        7.82989        4.27996     
  49801.0        1526.56        3520.45        7.82927        4.27948     
  49901.0        1527.53        3520.64        7.82977        4.27942     
  50001.0        1528.50        3520.74        7.83011        4.27929     
  50101.0        1529.46        3520.95        7.83070        4.27927     
  50201.0        1530.43        3521.16        7.83128        4.27925     
  50301.0        1531.38        3521.36        7.83185        4.27923     
  50401.0        1532.34        3521.57        7.83243        4.27921     
  50501.0        1533.29        3521.78        7.83300        4.27919     
  50601.0        1534.23        3521.98        7.83358        4.27917     
