|6.6.6
mars_ma79_atl_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  35101.0        1137.64        3549.91        8.15816        4.51432     
  35201.0        1139.32        3550.00        8.15816        4.51400     
  35301.0        1141.00        3550.08        8.15817        4.51367     
  35401.0        1142.68        3550.16        8.15818        4.51343     
  35501.0        1144.35        3549.93        8.15697        4.51288     
  35601.0        1146.02        3550.02        8.15699        4.51256     
  35701.0        1147.69        3550.43        8.15819        4.51239     
  35801.0        1149.35        3550.52        8.15820        4.51207     
  35901.0        1151.01        3550.60        8.15820        4.51176     
  36001.0        1152.67        3550.69        8.15821        4.51145     
  36101.0        1154.32        3550.77        8.15822        4.51114     
  36201.0        1155.97        3550.86        8.15823        4.51083     
  36301.0        1157.61        3550.95        8.15824        4.51052     
  36401.0        1159.25        3551.04        8.15826        4.51021     
  36501.0        1160.89        3551.12        8.15827        4.50991     
  36601.0        1162.52        3551.21        8.15829        4.50960     
  36701.0        1164.15        3551.32        8.15839        4.50933     
  36801.0        1165.78        3551.41        8.15842        4.50903     
  36901.0        1167.41        3551.50        8.15845        4.50873     
  37001.0        1169.03        3551.60        8.15848        4.50843     
  37101.0        1170.64        3551.69        8.15851        4.50814     
  37201.0        1172.26        3551.78        8.15855        4.50784     
  37301.0        1173.87        3551.87        8.15858        4.50755     
  37401.0        1175.47        3551.97        8.15862        4.50725     
  37501.0        1177.07        3552.06        8.15866        4.50696     
  37601.0        1178.67        3552.15        8.15870        4.50667     
  37701.0        1180.27        3552.25        8.15875        4.50638     
  37801.0        1181.86        3552.34        8.15879        4.50610     
  37901.0        1183.45        3552.44        8.15884        4.50581     
  38001.0        1185.04        3552.53        8.15889        4.50553     
  38101.0        1186.62        3552.63        8.15894        4.50524     
  38201.0        1188.20        3552.73        8.15899        4.50496     
  38301.0        1189.77        3552.82        8.15904        4.50468     
  38401.0        1191.34        3552.92        8.15909        4.50440     
  38501.0        1192.91        3552.87        8.15842        4.50377     
  38601.0        1194.48        3552.97        8.15849        4.50349     
  38701.0        1196.04        3553.07        8.15856        4.50322     
  38801.0        1197.60        3553.17        8.15864        4.50295     
  38901.0        1199.15        3553.41        8.15940        4.50301     
  39001.0        1200.70        3553.51        8.15946        4.50274     
  39101.0        1202.25        3553.61        8.15953        4.50247     
  39201.0        1203.80        3553.71        8.15960        4.50220     
  39301.0        1205.34        3553.80        8.15965        4.50204     
  39401.0        1206.87        3553.90        8.15973        4.50177     
  39501.0        1208.41        3554.01        8.15979        4.50138     
  39601.0        1209.94        3554.11        8.15987        4.50112     
  39701.0        1211.47        3554.22        8.15996        4.50086     
  39801.0        1212.99        3554.32        8.16004        4.50060     
  39901.0        1214.51        3554.43        8.16013        4.50034     
  40001.0        1216.03        3554.53        8.16022        4.50008     
  40101.0        1217.54        3554.64        8.16031        4.49983     
  40201.0        1219.06        3554.74        8.16040        4.49957     
  40301.0        1220.56        3554.85        8.16050        4.49932     
  40401.0        1222.07        3554.96        8.16059        4.49907     
  40501.0        1223.57        3555.06        8.16069        4.49882     
  40601.0        1225.07        3555.17        8.16079        4.49858     
  40701.0        1226.56        3555.28        8.16089        4.49833     
  40801.0        1228.05        3555.39        8.16099        4.49808     
  40901.0        1229.54        3555.49        8.16109        4.49784     
  41001.0        1231.02        3555.60        8.16120        4.49760     
  41101.0        1232.51        3555.71        8.16130        4.49735     
  41201.0        1233.98        3555.82        8.16141        4.49711     
  41301.0        1235.46        3555.90        8.16133        4.49677     
  41401.0        1236.93        3556.01        8.16145        4.49653     
  41501.0        1238.40        3556.12        8.16155        4.49626     
  41601.0        1239.86        3556.26        8.16184        4.49615     
  41701.0        1241.32        3556.37        8.16195        4.49591     
