|6.6.6
mars_ma79_1.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  39401.0        1546.29        3514.83        7.98656        4.37877     
  39501.0        1547.01        3515.04        7.98709        4.37882     
  39601.0        1547.74        3515.24        7.98762        4.37887     
  39701.0        1548.46        3515.45        7.98816        4.37892     
  39801.0        1549.18        3515.66        7.98869        4.37897     
  39901.0        1549.90        3515.86        7.98922        4.37902     
  40001.0        1550.63        3516.07        7.98976        4.37907     
  40101.0        1551.35        3516.28        7.99029        4.37912     
  40201.0        1552.07        3516.48        7.99082        4.37917     
  40301.0        1552.79        3516.69        7.99136        4.37922     
  40401.0        1553.51        3516.90        7.99189        4.37928     
  40501.0        1554.23        3517.10        7.99242        4.37933     
  40601.0        1554.95        3517.31        7.99296        4.37938     
  40701.0        1555.67        3517.52        7.99349        4.37943     
  40801.0        1556.39        3517.73        7.99402        4.37948     
  40901.0        1557.10        3517.93        7.99456        4.37953     
  41001.0        1557.82        3518.14        7.99509        4.37959     
  41101.0        1558.54        3518.35        7.99562        4.37964     
  41201.0        1559.26        3518.55        7.99616        4.37969     
  41301.0        1559.97        3518.73        7.99644        4.37959     
  41401.0        1560.69        3518.94        7.99697        4.37965     
  41501.0        1561.41        3519.15        7.99751        4.37970     
  41601.0        1562.12        3519.36        7.99804        4.37975     
  41701.0        1562.84        3519.56        7.99858        4.37981     
  41801.0        1563.55        3519.77        7.99912        4.37986     
  41901.0        1564.27        3519.98        7.99965        4.37991     
  42001.0        1564.98        3520.19        8.00019        4.37997     
  42101.0        1565.69        3520.39        8.00073        4.38002     
  42201.0        1566.41        3520.60        8.00126        4.38008     
  42301.0        1567.12        3520.81        8.00180        4.38013     
  42401.0        1567.83        3521.01        8.00234        4.38018     
  42501.0        1568.55        3521.22        8.00287        4.38024     
  42601.0        1569.26        3521.43        8.00341        4.38029     
  42701.0        1569.97        3521.64        8.00395        4.38035     
  42801.0        1570.68        3521.84        8.00448        4.38040     
  42901.0        1571.39        3522.05        8.00502        4.38046     
  43001.0        1572.10        3522.26        8.00556        4.38051     
  43101.0        1572.81        3522.46        8.00609        4.38057     
  43201.0        1573.52        3522.67        8.00663        4.38062     
  43301.0        1574.23        3522.88        8.00717        4.38068     
  43401.0        1574.94        3523.09        8.00770        4.38073     
  43501.0        1575.65        3523.29        8.00824        4.38079     
  43601.0        1576.35        3523.50        8.00878        4.38084     
  43701.0        1577.06        3523.71        8.00932        4.38090     
  43801.0        1577.77        3523.92        8.00985        4.38095     
  43901.0        1578.48        3524.12        8.01039        4.38101     
  44001.0        1579.18        3524.33        8.01093        4.38106     
  44101.0        1579.89        3524.54        8.01146        4.38112     
  44201.0        1580.59        3524.74        8.01200        4.38117     
  44301.0        1581.30        3524.95        8.01254        4.38123     
  44401.0        1582.00        3525.16        8.01308        4.38128     
  44501.0        1582.71        3525.39        8.01352        4.38127     
  44601.0        1583.41        3525.60        8.01406        4.38132     
  44701.0        1584.12        3525.81        8.01459        4.38138     
  44801.0        1584.82        3526.01        8.01513        4.38143     
  44901.0        1585.52        3526.22        8.01567        4.38149     
  45001.0        1586.22        3526.43        8.01620        4.38155     
  45101.0        1586.93        3526.64        8.01674        4.38160     
  45201.0        1587.63        3526.84        8.01728        4.38166     
  45301.0        1588.33        3527.04        8.01806        4.38187     
  45401.0        1589.03        3527.25        8.01860        4.38193     
  45501.0        1589.73        3527.46        8.01913        4.38198     
  45601.0        1590.43        3527.67        8.01967        4.38204     
  45701.0        1591.13        3527.87        8.02020        4.38209     
  45801.0        1591.83        3528.10        8.02073        4.38213     
  45901.0        1592.53        3528.31        8.02127        4.38219     
  46001.0        1593.23        3528.49        8.02181        4.38226     
  46101.0        1593.92        3528.72        8.02234        4.38230     
  46201.0        1594.62        3528.93        8.02287        4.38235     
  46301.0        1595.32        3529.14        8.02341        4.38241     
  46401.0        1596.01        3529.35        8.02394        4.38246     
  46501.0        1596.71        3529.53        8.02449        4.38254     
  46601.0        1597.41        3529.73        8.02503        4.38259     
  46701.0        1598.10        3529.94        8.02556        4.38265     
  46801.0        1598.80        3530.15        8.02610        4.38270     
  46901.0        1599.49        3530.38        8.02662        4.38274     
  47001.0        1600.19        3530.59        8.02716        4.38280     
  47101.0        1600.88        3530.80        8.02769        4.38285     
  47201.0        1601.57        3531.00        8.02823        4.38291     
  47301.0        1602.27        3531.21        8.02877        4.38296     
  47401.0        1602.96        3531.42        8.02930        4.38302     
  47501.0        1603.65        3531.63        8.02984        4.38308     
  47601.0        1604.34        3531.81        8.03039        4.38315     
  47701.0        1605.03        3532.04        8.03091        4.38319     
  47801.0        1605.72        3532.25        8.03145        4.38324     
  47901.0        1606.41        3532.46        8.03198        4.38330     
  48001.0        1607.10        3532.66        8.03252        4.38336     
  48101.0        1607.79        3532.87        8.03306        4.38341     
  48201.0        1608.48        3533.08        8.03359        4.38347     
  48301.0        1609.17        3533.29        8.03413        4.38353     
  48401.0        1609.86        3533.49        8.03467        4.38358     
  48501.0        1610.55        3533.67        8.03522        4.38367     
  48601.0        1611.24        3533.87        8.03576        4.38373     
  48701.0        1611.92        3534.11        8.03628        4.38376     
  48801.0        1612.61        3534.32        8.03682        4.38382     
  48901.0        1613.30        3534.52        8.03736        4.38388     
  49001.0        1613.98        3534.73        8.03789        4.38394     
  49101.0        1614.67        3534.94        8.03843        4.38399     
  49201.0        1615.35        3535.14        8.03897        4.38405     
  49301.0        1616.04        3535.32        8.03952        4.38413     
  49401.0        1616.72        3535.53        8.04006        4.38419     
  49501.0        1617.40        3535.74        8.04059        4.38424     
  49601.0        1618.09        3535.95        8.04113        4.38430     
