|6.6.6
mars_kc08_atm_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  44201.0        1465.91        3490.76        7.80069        4.30279     
  44301.0        1467.11        3490.94        7.80113        4.30266     
  44401.0        1468.30        3491.13        7.80158        4.30253     
  44501.0        1469.49        3491.82        7.80445        4.30345     
  44601.0        1470.67        3491.99        7.80484        4.30330     
  44701.0        1471.85        3492.17        7.80523        4.30315     
  44801.0        1473.02        3492.34        7.80562        4.30301     
  44901.0        1474.20        3492.52        7.80601        4.30286     
  45001.0        1475.36        3492.70        7.80641        4.30272     
  45101.0        1476.52        3492.87        7.80681        4.30258     
  45201.0        1477.68        3493.05        7.80721        4.30244     
  45301.0        1478.83        3493.28        7.80801        4.30234     
  45401.0        1479.98        3493.45        7.80840        4.30220     
  45501.0        1481.13        3493.63        7.80880        4.30206     
  45601.0        1482.27        3493.81        7.80920        4.30193     
  45701.0        1483.40        3493.99        7.80961        4.30179     
  45801.0        1484.54        3494.17        7.81001        4.30166     
  45901.0        1485.67        3494.35        7.81042        4.30153     
  46001.0        1486.79        3494.53        7.81083        4.30140     
  46101.0        1487.91        3494.71        7.81125        4.30128     
  46201.0        1489.03        3495.53        7.81485        4.30244     
  46301.0        1490.14        3495.70        7.81524        4.30231     
  46401.0        1491.25        3495.88        7.81564        4.30217     
  46501.0        1492.35        3496.06        7.81604        4.30204     
  46601.0        1493.45        3496.23        7.81644        4.30191     
  46701.0        1494.54        3496.41        7.81684        4.30178     
  46801.0        1495.64        3496.59        7.81725        4.30166     
  46901.0        1496.72        3495.80        7.81281        4.29957     
  47001.0        1497.81        3495.99        7.81327        4.29947     
  47101.0        1498.89        3496.18        7.81374        4.29937     
  47201.0        1499.96        3496.37        7.81420        4.29927     
  47301.0        1501.03        3496.56        7.81467        4.29917     
  47401.0        1502.10        3496.75        7.81514        4.29907     
  47501.0        1503.16        3496.94        7.81562        4.29898     
  47601.0        1504.22        3497.13        7.81609        4.29888     
  47701.0        1505.28        3497.73        7.81859        4.29964     
  47801.0        1506.33        3497.91        7.81905        4.29954     
  47901.0        1507.38        3498.10        7.81951        4.29944     
  48001.0        1508.42        3498.29        7.81998        4.29935     
  48101.0        1509.46        3498.48        7.82044        4.29925     
  48201.0        1510.50        3498.67        7.82091        4.29916     
  48301.0        1511.53        3498.86        7.82138        4.29907     
  48401.0        1512.56        3498.21        7.81762        4.29717     
  48501.0        1513.58        3498.41        7.81813        4.29710     
  48601.0        1514.61        3498.61        7.81865        4.29702     
